record_id,week_no,date,work_centre,shift,planned_hrs,actual_hrs,utilization_pct,downtime_hrs,downtime_reason,delay_hrs,throughput_deviation_pct,overload_probability,operator_count,wc_status,scenario
WCU-02-4-WC-15-Af,2,2026-01-15,WC-15,Afternoon,8,7.71,64.47,0.29,Setup,1.05,18,0,4,Active,NORMAL
WCU-02-4-WC-15-Ni,2,2026-01-15,WC-15,Night,8,7.31,56.83,0.69,Planned Maintenance,1.52,-4,0,1,Active,NORMAL
WCU-02-4-WC-ASSM-03-Mo,2,2026-01-15,WC-ASSM-03,Morning,8,7.55,88.11,0.45,Planned Maintenance,0.4,17,0.15,1,Active,NORMAL
WCU-02-4-WC-ASSM-03-Af,2,2026-01-15,WC-ASSM-03,Afternoon,8,7.94,58.5,0.06,None,1.19,10,0,3,Active,NORMAL
WCU-02-4-WC-ASSM-03-Ni,2,2026-01-15,WC-ASSM-03,Night,8,7.67,88.54,0.33,Material Wait,1.1,12,0.15,1,Active,NORMAL
WCU-02-5-WC-01-Mo,2,2026-01-16,WC-01,Morning,8,7.1,57.42,0.9,Planned Maintenance,0.57,5,0,4,Active,NORMAL
WCU-02-5-WC-01-Af,2,2026-01-16,WC-01,Afternoon,8,7.16,80.04,0.84,None,1.2,0,0,1,Active,NORMAL
WCU-02-5-WC-01-Ni,2,2026-01-16,WC-01,Night,8,7.78,94.17,0.22,Material Wait,0.84,-3,0.3,3,Active,NORMAL
WCU-02-5-WC-04-Mo,2,2026-01-16,WC-04,Morning,8,7.25,74.06,0.75,Material Wait,0.27,-5,0,1,Active,NORMAL
WCU-02-5-WC-04-Af,2,2026-01-16,WC-04,Afternoon,8,7.42,87.18,0.58,Material Wait,1.27,13,0.19,3,Active,NORMAL
WCU-02-5-WC-04-Ni,2,2026-01-16,WC-04,Night,8,7.33,94.89,0.67,None,0.4,12,0.21,3,Active,NORMAL
WCU-02-5-WC-07-Mo,2,2026-01-16,WC-07,Morning,8,7.93,62.43,0.07,Planned Maintenance,1.26,16,0,4,Active,NORMAL
WCU-02-5-WC-07-Af,2,2026-01-16,WC-07,Afternoon,8,7.45,57.22,0.55,None,0.58,7,0,2,Active,NORMAL
WCU-02-5-WC-07-Ni,2,2026-01-16,WC-07,Night,8,7.12,81.15,0.88,None,0.19,-3,0.03,3,Active,NORMAL
WCU-02-5-WC-09-Mo,2,2026-01-16,WC-09,Morning,8,7.17,62.5,0.83,None,0.24,19,0,3,Active,NORMAL
WCU-02-5-WC-09-Af,2,2026-01-16,WC-09,Afternoon,8,7.21,83.44,0.79,None,0.86,9,0.12,4,Active,NORMAL
WCU-02-5-WC-09-Ni,2,2026-01-16,WC-09,Night,8,7.21,77.24,0.79,None,1.87,-4,0,2,Active,NORMAL
WCU-02-5-WC-12-Mo,2,2026-01-16,WC-12,Morning,8,7.2,90.06,0.8,Material Wait,0.08,3,0.15,1,Active,NORMAL
WCU-02-5-WC-12-Af,2,2026-01-16,WC-12,Afternoon,8,7.35,63.77,0.65,Planned Maintenance,0.55,-3,0,2,Active,NORMAL
WCU-02-5-WC-12-Ni,2,2026-01-16,WC-12,Night,8,7.44,77.65,0.56,Material Wait,0.88,-5,0,1,Active,NORMAL
WCU-02-5-WC-15-Mo,2,2026-01-16,WC-15,Morning,8,7.34,94.36,0.66,Planned Maintenance,1.22,5,0.24,1,Active,NORMAL
WCU-02-5-WC-15-Af,2,2026-01-16,WC-15,Afternoon,8,7.1,86.24,0.9,None,1.27,10,0.04,4,Active,NORMAL
WCU-02-5-WC-15-Ni,2,2026-01-16,WC-15,Night,8,7.58,91.01,0.42,None,0.63,12,0.16,4,Active,NORMAL
WCU-02-5-WC-ASSM-03-Mo,2,2026-01-16,WC-ASSM-03,Morning,8,7.53,62.13,0.47,Planned Maintenance,1.39,12,0,3,Active,NORMAL
WCU-02-5-WC-ASSM-03-Af,2,2026-01-16,WC-ASSM-03,Afternoon,8,7.38,88.0,0.62,None,0.7,1,0.07,4,Active,NORMAL
WCU-02-5-WC-ASSM-03-Ni,2,2026-01-16,WC-ASSM-03,Night,8,7.82,79.44,0.18,None,0.73,17,0,1,Active,NORMAL
WCU-03-1-WC-01-Mo,3,2026-01-19,WC-01,Morning,8,7.52,91.54,0.48,Material Wait,0.52,9,0.17,2,Active,NORMAL
WCU-03-1-WC-01-Af,3,2026-01-19,WC-01,Afternoon,8,7.62,78.22,0.38,None,1.14,13,0,2,Active,NORMAL
WCU-03-1-WC-01-Ni,3,2026-01-19,WC-01,Night,8,7.94,86.1,0.06,Planned Maintenance,1.29,4,0.14,1,Active,NORMAL
WCU-03-1-WC-04-Mo,3,2026-01-19,WC-04,Morning,8,7.49,71.73,0.51,Planned Maintenance,1.18,3,0,4,Active,NORMAL
WCU-03-1-WC-04-Af,3,2026-01-19,WC-04,Afternoon,8,7.19,88.05,0.81,None,0.88,4,0.23,4,Active,NORMAL
WCU-03-1-WC-04-Ni,3,2026-01-19,WC-04,Night,8,7.63,76.08,0.37,Planned Maintenance,0.83,-1,0,1,Active,NORMAL
WCU-03-1-WC-07-Mo,3,2026-01-19,WC-07,Morning,8,7.97,79.21,0.03,None,1.88,6,0,3,Active,NORMAL
WCU-03-1-WC-07-Af,3,2026-01-19,WC-07,Afternoon,8,7.93,82.49,0.07,None,1.41,1,0.06,3,Active,NORMAL
WCU-03-1-WC-07-Ni,3,2026-01-19,WC-07,Night,8,7.56,72.59,0.44,Material Wait,0.43,16,0,3,Active,NORMAL
WCU-03-1-WC-09-Mo,3,2026-01-19,WC-09,Morning,8,7.2,73.81,0.8,None,0.44,19,0,4,Active,NORMAL
WCU-03-1-WC-09-Af,3,2026-01-19,WC-09,Afternoon,8,7.9,86.82,0.1,Material Wait,1.31,6,0.11,2,Active,NORMAL
WCU-03-1-WC-09-Ni,3,2026-01-19,WC-09,Night,8,7.7,86.42,0.3,None,0.96,16,0.14,1,Active,NORMAL
WCU-03-1-WC-12-Mo,3,2026-01-19,WC-12,Morning,8,7.96,63.75,0.04,None,0.24,11,0,4,Active,NORMAL
WCU-03-1-WC-12-Af,3,2026-01-19,WC-12,Afternoon,8,7.66,73.21,0.34,Planned Maintenance,1.5,14,0,4,Active,NORMAL
WCU-03-1-WC-12-Ni,3,2026-01-19,WC-12,Night,8,7.15,91.99,0.85,None,0.89,17,0.24,2,Active,NORMAL
WCU-03-1-WC-15-Mo,3,2026-01-19,WC-15,Morning,8,7.67,76.02,0.33,Setup,0.1,14,0,1,Active,NORMAL
WCU-03-1-WC-15-Af,3,2026-01-19,WC-15,Afternoon,8,7.61,63.61,0.39,Setup,0.43,19,0,1,Active,NORMAL
WCU-03-1-WC-15-Ni,3,2026-01-19,WC-15,Night,8,7.26,88.8,0.74,None,2.0,-2,0.17,3,Active,NORMAL
WCU-03-1-WC-ASSM-03-Mo,3,2026-01-19,WC-ASSM-03,Morning,8,7.88,78.71,0.12,None,1.3,6,0.07,1,Active,NORMAL
WCU-03-1-WC-ASSM-03-Af,3,2026-01-19,WC-ASSM-03,Afternoon,8,7.25,59.62,0.75,Setup,0.04,12,0,2,Active,NORMAL
WCU-03-1-WC-ASSM-03-Ni,3,2026-01-19,WC-ASSM-03,Night,8,7.93,59.99,0.07,None,1.04,11,0,1,Active,NORMAL
WCU-03-2-WC-01-Mo,3,2026-01-20,WC-01,Morning,8,7.17,66.01,0.83,None,0.52,10,0,1,Active,NORMAL
WCU-03-2-WC-01-Af,3,2026-01-20,WC-01,Afternoon,8,7.59,68.11,0.41,None,0.73,16,0,3,Active,NORMAL
WCU-03-2-WC-01-Ni,3,2026-01-20,WC-01,Night,8,7.41,66.48,0.59,Material Wait,0.52,-1,0,4,Active,NORMAL
WCU-03-2-WC-04-Mo,3,2026-01-20,WC-04,Morning,8,7.5,66.21,0.5,Setup,0.13,6,0,2,Active,NORMAL
WCU-03-2-WC-04-Af,3,2026-01-20,WC-04,Afternoon,8,7.83,72.93,0.17,Planned Maintenance,1.5,13,0,2,Active,NORMAL
WCU-03-2-WC-04-Ni,3,2026-01-20,WC-04,Night,8,7.33,75.54,0.67,None,0.53,13,0,4,Active,NORMAL
WCU-03-2-WC-07-Mo,3,2026-01-20,WC-07,Morning,8,7.94,69.84,0.06,None,1.42,13,0,2,Active,NORMAL
WCU-03-2-WC-07-Af,3,2026-01-20,WC-07,Afternoon,8,7.09,74.71,0.91,None,0.4,-2,0,3,Active,NORMAL
WCU-03-2-WC-07-Ni,3,2026-01-20,WC-07,Night,8,7.5,86.52,0.5,Setup,1.34,13,0.13,4,Active,NORMAL
WCU-03-2-WC-09-Mo,3,2026-01-20,WC-09,Morning,8,7.19,91.89,0.81,Setup,1.23,16,0.25,3,Active,NORMAL
WCU-03-2-WC-09-Af,3,2026-01-20,WC-09,Afternoon,8,7.04,70.96,0.96,Material Wait,1.44,-1,0,2,Active,NORMAL
WCU-03-2-WC-09-Ni,3,2026-01-20,WC-09,Night,8,7.26,67.52,0.74,None,0.54,16,0,3,Active,NORMAL
WCU-03-2-WC-12-Mo,3,2026-01-20,WC-12,Morning,8,7.14,89.64,0.86,Material Wait,1.44,0,0.18,1,Active,NORMAL
WCU-03-2-WC-12-Af,3,2026-01-20,WC-12,Afternoon,8,7.97,78.96,0.03,Material Wait,0.18,5,0,3,Active,NORMAL
WCU-03-2-WC-12-Ni,3,2026-01-20,WC-12,Night,8,7.75,90.67,0.25,Setup,1.86,4,0.16,3,Active,NORMAL
WCU-03-2-WC-15-Mo,3,2026-01-20,WC-15,Morning,8,7.42,65.57,0.58,Material Wait,1.78,7,0,3,Active,NORMAL
WCU-03-2-WC-15-Af,3,2026-01-20,WC-15,Afternoon,8,7.08,68.78,0.92,None,0.98,1,0,3,Active,NORMAL
WCU-03-2-WC-15-Ni,3,2026-01-20,WC-15,Night,8,7.71,81.24,0.29,None,0.16,7,0.01,3,Active,NORMAL
WCU-03-2-WC-ASSM-03-Mo,3,2026-01-20,WC-ASSM-03,Morning,8,7.78,77.53,0.22,Setup,0.5,0,0,2,Active,NORMAL
WCU-03-2-WC-ASSM-03-Af,3,2026-01-20,WC-ASSM-03,Afternoon,8,7.03,89.38,0.97,None,0.02,6,0.28,4,Active,NORMAL
WCU-03-2-WC-ASSM-03-Ni,3,2026-01-20,WC-ASSM-03,Night,8,7.86,92.8,0.14,Setup,0.14,2,0.23,4,Active,NORMAL
WCU-03-3-WC-01-Mo,3,2026-01-21,WC-01,Morning,8,7.98,61.72,0.02,Planned Maintenance,1.88,7,0,1,Active,NORMAL
WCU-03-3-WC-01-Af,3,2026-01-21,WC-01,Afternoon,8,7.55,86.69,0.45,Material Wait,1.36,8,0.12,4,Active,NORMAL
WCU-03-3-WC-01-Ni,3,2026-01-21,WC-01,Night,8,7.04,91.01,0.96,Planned Maintenance,1.27,18,0.24,4,Active,NORMAL
WCU-03-3-WC-04-Mo,3,2026-01-21,WC-04,Morning,8,7.31,83.02,0.69,None,0.77,2,0.07,4,Active,NORMAL
WCU-03-3-WC-04-Af,3,2026-01-21,WC-04,Afternoon,8,7.99,62.48,0.01,Material Wait,1.86,2,0,3,Active,NORMAL
WCU-03-3-WC-04-Ni,3,2026-01-21,WC-04,Night,8,7.26,64.33,0.74,None,1.82,14,0,1,Active,NORMAL
WCU-03-3-WC-07-Mo,3,2026-01-21,WC-07,Morning,8,7.14,74.17,0.86,Setup,1.78,-2,0,2,Active,NORMAL
WCU-03-3-WC-07-Af,3,2026-01-21,WC-07,Afternoon,8,7.36,86.77,0.64,Material Wait,0.58,11,0.23,2,Active,NORMAL
WCU-03-3-WC-07-Ni,3,2026-01-21,WC-07,Night,8,7.82,87.0,0.18,Planned Maintenance,1.65,-1,0.17,2,Active,NORMAL
WCU-03-3-WC-09-Mo,3,2026-01-21,WC-09,Morning,8,7.45,79.33,0.55,Material Wait,0.66,15,0.03,3,Active,NORMAL
WCU-03-3-WC-09-Af,3,2026-01-21,WC-09,Afternoon,8,7.1,57.06,0.9,None,1.17,5,0,1,Active,NORMAL
WCU-03-3-WC-09-Ni,3,2026-01-21,WC-09,Night,8,7.27,56.76,0.73,Setup,1.32,10,0,2,Active,NORMAL
WCU-03-3-WC-12-Mo,3,2026-01-21,WC-12,Morning,8,7.73,63.98,0.27,Material Wait,1.57,8,0,2,Active,NORMAL
WCU-03-3-WC-12-Af,3,2026-01-21,WC-12,Afternoon,8,7.29,85.43,0.71,Setup,1.63,3,0.06,1,Active,NORMAL
WCU-03-3-WC-12-Ni,3,2026-01-21,WC-12,Night,8,7.26,81.71,0.74,None,0.66,8,0.0,2,Active,NORMAL
WCU-03-3-WC-15-Mo,3,2026-01-21,WC-15,Morning,8,7.51,91.29,0.49,None,0.93,3,0.18,3,Active,NORMAL
WCU-03-3-WC-15-Af,3,2026-01-21,WC-15,Afternoon,8,7.09,59.05,0.91,None,1.81,11,0,4,Active,NORMAL
WCU-03-3-WC-15-Ni,3,2026-01-21,WC-15,Night,8,7.2,74.82,0.8,None,1.84,12,0,2,Active,NORMAL
WCU-03-3-WC-ASSM-03-Mo,3,2026-01-21,WC-ASSM-03,Morning,8,7.3,76.95,0.7,None,0.33,10,0.01,4,Active,NORMAL
WCU-03-3-WC-ASSM-03-Af,3,2026-01-21,WC-ASSM-03,Afternoon,8,7.82,65.62,0.18,None,0.14,9,0,2,Active,NORMAL
WCU-03-3-WC-ASSM-03-Ni,3,2026-01-21,WC-ASSM-03,Night,8,7.98,93.72,0.02,Setup,1.07,5,0.32,2,Active,NORMAL
WCU-03-4-WC-01-Mo,3,2026-01-22,WC-01,Morning,8,7.12,68.31,0.88,Setup,1.35,17,0,4,Active,NORMAL
WCU-03-4-WC-01-Af,3,2026-01-22,WC-01,Afternoon,8,7.21,65.26,0.79,Setup,1.61,3,0,4,Active,NORMAL
WCU-03-4-WC-01-Ni,3,2026-01-22,WC-01,Night,8,7.99,89.56,0.01,None,1.86,17,0.17,3,Active,NORMAL
WCU-03-4-WC-04-Mo,3,2026-01-22,WC-04,Morning,8,7.68,56.04,0.32,Setup,1.45,19,0,4,Active,NORMAL
WCU-03-4-WC-04-Af,3,2026-01-22,WC-04,Afternoon,8,7.9,61.76,0.1,None,0.81,1,0,1,Active,NORMAL
WCU-03-4-WC-04-Ni,3,2026-01-22,WC-04,Night,8,7.64,62.69,0.36,Planned Maintenance,1.09,-5,0,3,Active,NORMAL
WCU-03-4-WC-07-Mo,3,2026-01-22,WC-07,Morning,8,7.76,71.19,0.24,Planned Maintenance,0.38,20,0,1,Active,NORMAL
WCU-03-4-WC-07-Af,3,2026-01-22,WC-07,Afternoon,8,7.27,57.35,0.73,None,0.39,15,0,3,Active,NORMAL
WCU-03-4-WC-07-Ni,3,2026-01-22,WC-07,Night,8,7.64,90.21,0.36,Material Wait,0.59,9,0.22,4,Active,NORMAL
WCU-03-4-WC-09-Mo,3,2026-01-22,WC-09,Morning,8,7.16,86.01,0.84,Setup,0.02,17,0.06,2,Active,NORMAL
WCU-03-4-WC-09-Af,3,2026-01-22,WC-09,Afternoon,8,7.42,58.22,0.58,None,1.05,5,0,4,Active,NORMAL
WCU-03-4-WC-09-Ni,3,2026-01-22,WC-09,Night,8,7.53,66.19,0.47,Material Wait,0.09,5,0,2,Active,NORMAL
WCU-03-4-WC-12-Mo,3,2026-01-22,WC-12,Morning,8,7.05,89.08,0.95,None,0.94,19,0.24,4,Active,NORMAL
WCU-03-4-WC-12-Af,3,2026-01-22,WC-12,Afternoon,8,7.74,62.44,0.26,None,1.67,11,0,1,Active,NORMAL
WCU-03-4-WC-12-Ni,3,2026-01-22,WC-12,Night,8,7.0,88.59,1.0,Planned Maintenance,1.18,4,0.08,4,Active,NORMAL
WCU-03-4-WC-15-Mo,3,2026-01-22,WC-15,Morning,8,7.69,81.36,0.31,None,1.74,19,0.01,1,Active,NORMAL
WCU-03-4-WC-15-Af,3,2026-01-22,WC-15,Afternoon,8,7.31,61.55,0.69,Planned Maintenance,1.34,10,0,1,Active,NORMAL
WCU-03-4-WC-15-Ni,3,2026-01-22,WC-15,Night,8,7.24,80.33,0.76,None,1.16,20,0.08,4,Active,NORMAL
WCU-03-4-WC-ASSM-03-Mo,3,2026-01-22,WC-ASSM-03,Morning,8,7.76,85.64,0.24,None,0.01,2,0.18,1,Active,NORMAL
WCU-03-4-WC-ASSM-03-Af,3,2026-01-22,WC-ASSM-03,Afternoon,8,7.86,64.42,0.14,Material Wait,0.77,16,0,3,Active,NORMAL
WCU-03-4-WC-ASSM-03-Ni,3,2026-01-22,WC-ASSM-03,Night,8,7.47,73.37,0.53,Planned Maintenance,0.2,2,0,4,Active,NORMAL
WCU-03-5-WC-01-Mo,3,2026-01-23,WC-01,Morning,8,7.07,68.0,0.93,None,0.78,19,0,2,Active,NORMAL
WCU-03-5-WC-01-Af,3,2026-01-23,WC-01,Afternoon,8,7.87,66.02,0.13,None,0.03,-2,0,2,Active,NORMAL
WCU-03-5-WC-01-Ni,3,2026-01-23,WC-01,Night,8,7.92,89.93,0.08,Setup,0.43,13,0.13,3,Active,NORMAL
WCU-03-5-WC-04-Mo,3,2026-01-23,WC-04,Morning,8,7.05,61.0,0.95,None,1.27,-2,0,2,Active,NORMAL
WCU-03-5-WC-04-Af,3,2026-01-23,WC-04,Afternoon,8,7.55,89.4,0.45,None,0.2,8,0.26,3,Active,NORMAL
WCU-03-5-WC-04-Ni,3,2026-01-23,WC-04,Night,8,7.78,76.81,0.22,Setup,0.48,4,0,3,Active,NORMAL
WCU-03-5-WC-07-Mo,3,2026-01-23,WC-07,Morning,8,7.13,65.04,0.87,None,0.78,-1,0,4,Active,NORMAL
WCU-03-5-WC-07-Af,3,2026-01-23,WC-07,Afternoon,8,7.82,92.34,0.18,Planned Maintenance,1.43,13,0.19,4,Active,NORMAL
WCU-03-5-WC-07-Ni,3,2026-01-23,WC-07,Night,8,7.8,91.28,0.2,Setup,1.74,5,0.13,1,Active,NORMAL
WCU-03-5-WC-09-Mo,3,2026-01-23,WC-09,Morning,8,7.71,66.08,0.29,None,0.98,11,0,4,Active,NORMAL
WCU-03-5-WC-09-Af,3,2026-01-23,WC-09,Afternoon,8,7.86,72.68,0.14,Material Wait,1.98,15,0,2,Active,NORMAL
WCU-03-5-WC-09-Ni,3,2026-01-23,WC-09,Night,8,7.56,94.91,0.44,None,1.22,9,0.35,3,Active,NORMAL
WCU-03-5-WC-12-Mo,3,2026-01-23,WC-12,Morning,8,7.64,80.17,0.36,None,0.5,10,0,4,Active,NORMAL
WCU-03-5-WC-12-Af,3,2026-01-23,WC-12,Afternoon,8,7.82,91.86,0.18,Material Wait,0.69,18,0.16,4,Active,NORMAL
WCU-03-5-WC-12-Ni,3,2026-01-23,WC-12,Night,8,7.07,73.24,0.93,Setup,0.82,-4,0,1,Active,NORMAL
WCU-03-5-WC-15-Mo,3,2026-01-23,WC-15,Morning,8,7.4,74.21,0.6,Setup,1.77,4,0,2,Active,NORMAL
WCU-03-5-WC-15-Af,3,2026-01-23,WC-15,Afternoon,8,7.32,92.54,0.68,None,0.04,7,0.3,3,Active,NORMAL
WCU-03-5-WC-15-Ni,3,2026-01-23,WC-15,Night,8,7.37,56.92,0.63,None,0.35,3,0,3,Active,NORMAL
WCU-03-5-WC-ASSM-03-Mo,3,2026-01-23,WC-ASSM-03,Morning,8,7.7,77.07,0.3,None,1.78,-3,0.0,3,Active,NORMAL
WCU-03-5-WC-ASSM-03-Af,3,2026-01-23,WC-ASSM-03,Afternoon,8,7.67,82.64,0.33,None,0.9,6,0,4,Active,NORMAL
WCU-03-5-WC-ASSM-03-Ni,3,2026-01-23,WC-ASSM-03,Night,8,7.7,75.48,0.3,Material Wait,1.08,2,0,3,Active,NORMAL
WCU-04-1-WC-01-Mo,4,2026-01-26,WC-01,Morning,8,7.05,76.3,0.95,Material Wait,0.41,3,0,2,Active,NORMAL
WCU-04-1-WC-01-Af,4,2026-01-26,WC-01,Afternoon,8,7.53,83.85,0.47,Material Wait,0.9,19,0.16,4,Active,NORMAL
WCU-04-1-WC-01-Ni,4,2026-01-26,WC-01,Night,8,7.59,76.23,0.41,None,1.19,-2,0,3,Active,NORMAL
WCU-04-1-WC-04-Mo,4,2026-01-26,WC-04,Morning,8,7.39,60.13,0.61,None,0.51,15,0,4,Active,NORMAL
WCU-04-1-WC-04-Af,4,2026-01-26,WC-04,Afternoon,8,7.01,93.52,0.99,None,0.41,6,0.26,4,Active,NORMAL
WCU-04-1-WC-04-Ni,4,2026-01-26,WC-04,Night,8,7.93,84.29,0.07,None,0.58,2,0.09,2,Active,NORMAL
WCU-04-1-WC-07-Mo,4,2026-01-26,WC-07,Morning,8,7.07,91.22,0.93,Setup,1.64,4,0.13,3,Active,NORMAL
WCU-04-1-WC-07-Af,4,2026-01-26,WC-07,Afternoon,8,7.98,55.09,0.02,None,1.63,2,0,3,Active,NORMAL
WCU-04-1-WC-07-Ni,4,2026-01-26,WC-07,Night,8,7.04,86.91,0.96,None,0.41,16,0.18,4,Active,NORMAL
WCU-04-1-WC-09-Mo,4,2026-01-26,WC-09,Morning,8,7.55,60.0,0.45,Planned Maintenance,1.57,3,0,3,Active,NORMAL
WCU-04-1-WC-09-Af,4,2026-01-26,WC-09,Afternoon,8,7.65,65.37,0.35,Setup,1.77,9,0,1,Active,NORMAL
WCU-04-1-WC-09-Ni,4,2026-01-26,WC-09,Night,8,7.56,67.56,0.44,None,0.56,3,0,1,Active,NORMAL
WCU-04-1-WC-12-Mo,4,2026-01-26,WC-12,Morning,8,7.12,92.69,0.88,None,1.1,0,0.35,3,Active,NORMAL
WCU-04-1-WC-12-Af,4,2026-01-26,WC-12,Afternoon,8,7.19,84.54,0.81,None,1.3,3,0.1,1,Active,NORMAL
WCU-04-1-WC-12-Ni,4,2026-01-26,WC-12,Night,8,7.34,63.56,0.66,Setup,0.87,-5,0,2,Active,NORMAL
WCU-04-1-WC-15-Mo,4,2026-01-26,WC-15,Morning,8,7.43,84.99,0.57,None,1.75,3,0.04,2,Active,NORMAL
WCU-04-1-WC-15-Af,4,2026-01-26,WC-15,Afternoon,8,7.39,62.67,0.61,Setup,0.18,10,0,3,Active,NORMAL
WCU-04-1-WC-15-Ni,4,2026-01-26,WC-15,Night,8,7.09,64.0,0.91,Planned Maintenance,1.3,13,0,1,Active,NORMAL
WCU-04-1-WC-ASSM-03-Mo,4,2026-01-26,WC-ASSM-03,Morning,8,7.07,68.52,0.93,None,0.93,-2,0,4,Active,NORMAL
WCU-04-1-WC-ASSM-03-Af,4,2026-01-26,WC-ASSM-03,Afternoon,8,7.74,55.92,0.26,Setup,1.97,-4,0,2,Active,NORMAL
WCU-04-1-WC-ASSM-03-Ni,4,2026-01-26,WC-ASSM-03,Night,8,7.72,91.21,0.28,Planned Maintenance,1.23,4,0.27,1,Active,NORMAL
WCU-04-2-WC-01-Mo,4,2026-01-27,WC-01,Morning,8,7.07,75.61,0.93,Setup,0.47,0,0,4,Active,NORMAL
WCU-04-2-WC-01-Af,4,2026-01-27,WC-01,Afternoon,8,7.51,62.34,0.49,None,1.26,13,0,2,Active,NORMAL
WCU-04-2-WC-01-Ni,4,2026-01-27,WC-01,Night,8,7.2,76.58,0.8,None,0.4,3,0,2,Active,NORMAL
WCU-04-2-WC-04-Mo,4,2026-01-27,WC-04,Morning,8,7.98,62.12,0.02,None,1.88,10,0,1,Active,NORMAL
WCU-04-2-WC-04-Af,4,2026-01-27,WC-04,Afternoon,8,7.07,94.43,0.93,Material Wait,0.62,15,0.3,2,Active,NORMAL
WCU-04-2-WC-04-Ni,4,2026-01-27,WC-04,Night,8,7.48,75.26,0.52,None,0.22,11,0,2,Active,NORMAL
WCU-04-2-WC-07-Mo,4,2026-01-27,WC-07,Morning,8,7.75,68.81,0.25,None,0.79,17,0,1,Active,NORMAL
WCU-04-2-WC-07-Af,4,2026-01-27,WC-07,Afternoon,8,7.18,75.98,0.82,None,1.41,10,0,3,Active,NORMAL
WCU-04-2-WC-07-Ni,4,2026-01-27,WC-07,Night,8,7.55,76.62,0.45,None,1.58,11,0,3,Active,NORMAL
WCU-04-2-WC-09-Mo,4,2026-01-27,WC-09,Morning,8,7.93,85.03,0.07,None,1.39,2,0.04,2,Active,NORMAL
WCU-04-2-WC-09-Af,4,2026-01-27,WC-09,Afternoon,8,7.64,90.96,0.36,Setup,1.33,14,0.15,1,Active,NORMAL
WCU-04-2-WC-09-Ni,4,2026-01-27,WC-09,Night,8,7.19,84.82,0.81,None,1.46,12,0,1,Active,NORMAL
WCU-04-2-WC-12-Mo,4,2026-01-27,WC-12,Morning,8,7.8,64.45,0.2,None,0.93,1,0,3,Active,NORMAL
WCU-04-2-WC-12-Af,4,2026-01-27,WC-12,Afternoon,8,7.59,89.33,0.41,Setup,0.38,2,0.16,2,Active,NORMAL
WCU-04-2-WC-12-Ni,4,2026-01-27,WC-12,Night,8,7.23,82.54,0.77,None,0.62,18,0,4,Active,NORMAL
WCU-04-2-WC-15-Mo,4,2026-01-27,WC-15,Morning,8,7.9,61.84,0.1,None,0.77,3,0,4,Active,NORMAL
WCU-04-2-WC-15-Af,4,2026-01-27,WC-15,Afternoon,8,7.83,68.99,0.17,Setup,0.71,14,0,4,Active,NORMAL
WCU-04-2-WC-15-Ni,4,2026-01-27,WC-15,Night,8,7.96,58.57,0.04,Material Wait,0.37,1,0,2,Active,NORMAL
WCU-04-2-WC-ASSM-03-Mo,4,2026-01-27,WC-ASSM-03,Morning,8,7.4,82.8,0.6,Material Wait,0.6,9,0.06,1,Active,NORMAL
WCU-04-2-WC-ASSM-03-Af,4,2026-01-27,WC-ASSM-03,Afternoon,8,7.46,81.97,0.54,Setup,0.87,2,0.14,3,Active,NORMAL
WCU-04-2-WC-ASSM-03-Ni,4,2026-01-27,WC-ASSM-03,Night,8,7.9,92.76,0.1,None,1.44,20,0.19,4,Active,NORMAL
WCU-04-3-WC-01-Mo,4,2026-01-28,WC-01,Morning,8,7.58,68.62,0.42,None,0.71,1,0,4,Active,NORMAL
WCU-04-3-WC-01-Af,4,2026-01-28,WC-01,Afternoon,8,7.01,55.05,0.99,Setup,0.91,11,0,3,Active,NORMAL
WCU-04-3-WC-01-Ni,4,2026-01-28,WC-01,Night,8,7.47,91.03,0.53,Material Wait,1.68,4,0.31,3,Active,NORMAL
WCU-04-3-WC-04-Mo,4,2026-01-28,WC-04,Morning,8,7.13,91.77,0.87,None,1.87,2,0.31,2,Active,NORMAL
WCU-04-3-WC-04-Af,4,2026-01-28,WC-04,Afternoon,8,7.69,90.11,0.31,Material Wait,0.7,-1,0.19,2,Active,NORMAL
WCU-04-3-WC-04-Ni,4,2026-01-28,WC-04,Night,8,7.29,81.54,0.71,None,0.32,7,0.06,4,Active,NORMAL
WCU-04-3-WC-07-Mo,4,2026-01-28,WC-07,Morning,8,7.64,61.47,0.36,Setup,2.0,14,0,3,Active,NORMAL
WCU-04-3-WC-07-Af,4,2026-01-28,WC-07,Afternoon,8,7.71,78.87,0.29,Setup,1.14,9,0.05,3,Active,NORMAL
WCU-04-3-WC-07-Ni,4,2026-01-28,WC-07,Night,8,7.09,71.71,0.91,None,1.77,11,0,4,Active,NORMAL
WCU-04-3-WC-09-Mo,4,2026-01-28,WC-09,Morning,8,7.47,85.42,0.53,Planned Maintenance,1.86,2,0.09,4,Active,NORMAL
WCU-04-3-WC-09-Af,4,2026-01-28,WC-09,Afternoon,8,7.64,93.5,0.36,None,0.75,-1,0.27,3,Active,NORMAL
WCU-04-3-WC-09-Ni,4,2026-01-28,WC-09,Night,8,7.95,64.98,0.05,Setup,1.12,11,0,1,Active,NORMAL
WCU-04-3-WC-12-Mo,4,2026-01-28,WC-12,Morning,8,7.13,94.61,0.87,Setup,1.41,12,0.34,2,Active,NORMAL
